block,txhash,liquidator,action,token,decimals,amount,seizeTokens,borrower
9289060,0x612a12b6becec32a19e06d6ccaf2128fa0a58f6a010a36fb874bd2bd13959b53,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,REP,18,327900000000000000,168977790,0xe46EF6511465E07573e83F98A4d6A9Bda544c3cE
9289064,0xfc796df1594ca45fc9132908d276544adb76c48523d37901a3061e37af089d03,0xDC42759e28e41898BdE199aB044F366dACbF3436,liquidate,REP,18,22375785494009780,7770706842,0x07a8d11850Bc8851f0D1a38f2d2a5C0858eB16F7
9289064,0x569bbec15513ece9cfa8158cb11969ee6b45f46dc3ccc0fda7d0eed83e13b5d1,0xDC42759e28e41898BdE199aB044F366dACbF3436,liquidate,REP,18,6591020088325405,527685951,0x993BE081913Ae45A7266Ae1fF4D7746842C79D0f
9289087,0x9c7f2ac9801a3e2e978c7d56cb740a6c97b7a2fbabea7345c16233ba7973e336,0x06f8F66648Cac8bD39E9ccE036094ef4Dd1b504b,liquidate,REP,18,80000000000000000,41226664,0x7046375006937EB3deF4ef5b23C8326d2B5666E3
9289089,0x965fab3c099a507bfc59263f5f77f9503318e3317cd757825d60561f398402e1,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,REP,18,447500000000000000,35827440452,0xa417c523bEbaD1b712fEC3822E1D58B8601B93B8
9289092,0x3c69b2567435cd546953186210df624c42a7c750a51f7dd7bcbbe3c7591c5057,0x06f8F66648Cac8bD39E9ccE036094ef4Dd1b504b,liquidate,REP,18,10000000000000000,800613160,0xFa93C2C7D4a1c2579aD1be4Add7F72Cf37398f50
9289097,0x2d29a4302b1750e4da00cbf8f788ae7ef480579f2749c4296cf2dacebf003a73,0x06f8F66648Cac8bD39E9ccE036094ef4Dd1b504b,liquidate,REP,18,12000000000000000,6183999,0xc0525ab4310Fd8cBBCCCfE4f3EACa1e4203662E9
9289180,0x0e4eb1d80dd87cff005567ed3f24c0d94b91e96213202544507c69916b385ddd,0x06f8F66648Cac8bD39E9ccE036094ef4Dd1b504b,liquidate,REP,18,35000000000000000,17583512,0x7046375006937EB3deF4ef5b23C8326d2B5666E3
9290824,0x6f8a8b102637dd8903f1d46699fb6162488c0dcc1a614c40424f516aef458692,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,634540662275107700,347537420,0xCEe0cF67013d5242f0ACe70e15F9b3E95DB25A2F
9290940,0xb19365101ffabed0e8402d63fe9df31eebf1e3b681dabf5270e6fa9b9094f8e9,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,192215143503387000,16174592971,0xd49310F57363EA072a7208E77a82eE82cf250A19
9292922,0x30b9445d7457d6d5f990297d834a8b920b48986748fc7e50fe2dde990c0896b0,0x53bba5c7872BFC4935cb4EEe63c1bA9BfC68212A,liquidate,REP,18,43131121839735426249,3916318931346,0xAd52d26c3A57764a289f5bB1CCA0720e63f317ff
9292955,0xd2c205db0b30ef2c13c94a3723188e14527cfd18734fa5c4623ed5d8966edb5a,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,943073978546628800,559640926,0xb74Bf8fE9fC050d48F298C04Bb87463d2d82891e
9292958,0xaf8de01ead65186a44c0afa26789f920e7a88128f14fde681f65a9a9979f72d0,0x53bba5c7872BFC4935cb4EEe63c1bA9BfC68212A,liquidate,REP,18,42494793288641576695,3972691516465,0x77Df6b2A499379a143B2eE488c25f0cF0cb7900e
9293007,0x71ede9950c60f6841d082e4feb3130d7315630eeccab07e2f6a3a83dc6b7cae3,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,340909895582203000,201499985,0x1321899FDb787053189BB5876C71dA96A170835e
9294056,0x1ded6fe4162db5f9e1475cac58689f64ef30a5f66273794130f44e05e17c4ad2,0x30c2Cc2a570378e2422FC75ACd240978DFAFBdA9,liquidate,REP,18,90454481737105401053,55266976283,0x77299Cf68685B96a529D392C7d8EdfC94CBDCC15
9294060,0xa6be1f2dfd6b7a85ad8d68321af7df75bcffc66b78b5de6e7dcf006fbd33afbd,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,5314050418431385000,3246842973,0xee64E0A60A3Be4e16B067E0c61E1e51cE1B03FdD
9294097,0xdec2bfb69a84fa5da5972f93ef847bb9a37b011e7e663574c5c82d0052126576,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,391961225523362600,37455931475,0x39DAb51B477cDAdEe45191abf283EC8b3e4108A3
9294142,0x9cba27fafedf3084e4b9f8609854300bdd177eb68eca22e4590a9bc554a4857d,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,320380493280421900,131943699112,0x44e88Af9CcEcc4de798737cc70eE011F6c38d00E
9294638,0x9231afcd2ae383ab4950cb5bc243a7787a57f1a0669e91008635c5fc8e0005c6,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,REP,18,497300000000000000,45181854943,0x6bb1bE45C80e14B6eF600dF5B018DF12A7B245c4
9294648,0x002acfaadbc009ba2eeba4a99fbb01182c5385f12eb2f6ccb8aa4194bbd86303,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,205487965312413800,18669467162,0xa417c523bEbaD1b712fEC3822E1D58B8601B93B8
9294692,0x29be767789495d827f5a35f7146124c3806dac122c3746f3abb29e6ad8f3bfe6,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,REP,18,165600000000000000,95584643,0xe46EF6511465E07573e83F98A4d6A9Bda544c3cE
9401493,0xa0723233c2035b770da528ea541abc35d1feb27097ef9a6643dd2081ccfcfecb,0xfDe817C7a0770f42fb80B93dd7A538291C871765,liquidate,REP,18,35782913882166500000,2563373100819,0x40335581dD8692B698762168908D4eA23b0b94f9
9402408,0x2e6ec7e81ae80ba2604d27965e6fde9364674487a25e88a92e30be4e322a96c8,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,16105682887663580000,130241407,0x40335581dD8692B698762168908D4eA23b0b94f9
9409356,0x43a7a0893e07a89382cd0a4b2ee6e09c63e24458f16dad412295374a5a66f176,0x986a303e7C685440cb3d9F8041e619a18dC5461e,liquidate,REP,18,11878144488870415054,3962278526361,0x40335581dD8692B698762168908D4eA23b0b94f9
9412871,0x9ba588bdcaab81401e6cb4f8d2641962f0d25b1d2729b97d1fe1370622598325,0x986a303e7C685440cb3d9F8041e619a18dC5461e,liquidate,REP,18,8055750701684780198,73758638,0x40335581dD8692B698762168908D4eA23b0b94f9
9417363,0x612f87e92ac42abb190e6f4400792996d59d4d15f8d4180924dabf826cfac96d,0x00e36307236118B7D5Ff9E1Fa3a2506Fd5257b8a,liquidate,REP,18,6819451856585715712,534872943496,0x40335581dD8692B698762168908D4eA23b0b94f9
9419795,0x1ec2a3702a8440f634084cb86707e0f84a540913c79f2df3020e08ce428f672d,0x03a99D9235732D94a300Bf7013Acb11020484Bf1,liquidate,REP,18,12682398105314289185,998234760180,0x40335581dD8692B698762168908D4eA23b0b94f9
9420067,0x6f38a6b8b1715be4a4744343591c11d474bf15dedba3f33d7fce852786adfab2,0x356694963B65C8a9508e000132a8f8527A320a27,liquidate,REP,18,2546760271005113,202252318,0x761E5073Ce61F548C9f0cf23255f623692bc77D7
9420067,0xc8e519e5b8c83619f4d6efebe8469fbeb6bddea5b725a3876f0d0fb1a8aabe06,0x356694963B65C8a9508e000132a8f8527A320a27,liquidate,REP,18,7156517128411530,540593210,0xFa93C2C7D4a1c2579aD1be4Add7F72Cf37398f50
9420652,0xfa4f3af5e01317d9f4f55de61b9236145932899647c81854d28a878bc44ca24d,0xC2d0aA52890Fac841c258433A0a260d29d2a98AD,liquidate,REP,18,6429297719904451,2726487,0x3AEa1b278b638b8517Bbb14b1366AbAc7f3cd90a
9424004,0x045a2784537a8f62aa18efbdd52b417eefe7d9bb7f7b20c958e4bfbd2ba3081f,0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,liquidate,REP,18,17227559229869073000,1388266759489,0x40335581dD8692B698762168908D4eA23b0b94f9
9424526,0x0e506697ab6b5e91338b5d18d15690fdf96646fa6728035289d1cdb08bcaaa29,0xC2d0aA52890Fac841c258433A0a260d29d2a98AD,liquidate,REP,18,3300087153991109,257396476,0x993BE081913Ae45A7266Ae1fF4D7746842C79D0f
9428775,0x302815319b00a15a1b1ba4366293dc14d70c1d28fc8bc494a3771761b1116dc1,0x986a303e7C685440cb3d9F8041e619a18dC5461e,liquidate,REP,18,12439855859295547920,5062401145,0x40335581dD8692B698762168908D4eA23b0b94f9
9429004,0xfc5cfe8e15264636276e309a3fbbd2733b7158376d01e2721a587ab8f5c782cf,0xC2d0aA52890Fac841c258433A0a260d29d2a98AD,liquidate,REP,18,3134114567998101000,271485058407,0x40335581dD8692B698762168908D4eA23b0b94f9
9432421,0x637c8eaf7a6986bb2ac34454b7ebe447026dd3d61b08be8fad9522eb3085c5c8,0xC2d0aA52890Fac841c258433A0a260d29d2a98AD,liquidate,REP,18,1712112692882774800,140003641188,0x40335581dD8692B698762168908D4eA23b0b94f9
9432435,0xf9fa4d51345e1287af5b536d909b74666d29e8606634f1b0524651a6ba6f732c,0xC2d0aA52890Fac841c258433A0a260d29d2a98AD,liquidate,REP,18,239871392953897800,18859368439,0x39DAb51B477cDAdEe45191abf283EC8b3e4108A3
9436189,0x5a856158e6a2892d0541f774032921da349f2479a38d73eb0765fbcca9f1bd9a,0xC2d0aA52890Fac841c258433A0a260d29d2a98AD,liquidate,REP,18,404435175617879,33827264,0x40335581dD8692B698762168908D4eA23b0b94f9
9439431,0xd47130dbfcb39846baba8684078580c189ca22c553bcee67e4e8964d6007af0a,0xC2d0aA52890Fac841c258433A0a260d29d2a98AD,liquidate,REP,18,7554659295615329,612082585,0x40335581dD8692B698762168908D4eA23b0b94f9
9440191,0xefe3db146ca392f2617e3a5d85f909b43e5f86a87a84b27bd7d5cb51ab21fe7f,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,REP,18,1492100000000000000,120761654384,0x40335581dD8692B698762168908D4eA23b0b94f9
9444081,0x820ac48671574645b60eaffd6e9ed00bc084a1ae0cb381e0632e6e7e3a2c8648,0x00e36307236118B7D5Ff9E1Fa3a2506Fd5257b8a,liquidate,REP,18,6375079925688120320,530027470735,0x40335581dD8692B698762168908D4eA23b0b94f9
9445073,0x960061258dc0776bfc34fad0ce3937bb1da63cbc1d17d58e2d0f5797a037c991,0xC2d0aA52890Fac841c258433A0a260d29d2a98AD,liquidate,REP,18,11544434751261263,3835177565,0xb74Bf8fE9fC050d48F298C04Bb87463d2d82891e
9445088,0xf23b14e6df83676c78bd7ed992356562e171be38a5ca210fa262bf541e9870bb,0x00e36307236118B7D5Ff9E1Fa3a2506Fd5257b8a,liquidate,REP,18,3787574076183022592,322258791592,0x40335581dD8692B698762168908D4eA23b0b94f9
9445099,0x357255b8d62dc424f780af94ff7a894c5f5cfb7ab2304c411ddc2129a05b6e81,0x00e36307236118B7D5Ff9E1Fa3a2506Fd5257b8a,liquidate,REP,18,571449643520693824,189841323753,0xb74Bf8fE9fC050d48F298C04Bb87463d2d82891e
9445934,0x9b32b272708d7d2e71d54c89216bcae6d9a3c38a8a40a604386f40ceee2de464,0x268a1b7ECC1fE1FaB1eE32a7e61e3b7810BAD4a5,liquidate,REP,18,2258799654363382200,194264281170,0x40335581dD8692B698762168908D4eA23b0b94f9
9462445,0x81eda57251b2c31caee5cedc7b5a8ecf997f2af99a412faa2b9512216b419409,0x268a1b7ECC1fE1FaB1eE32a7e61e3b7810BAD4a5,liquidate,REP,18,3161449929122631171,255455413206,0x8aE928CB080Aa43a50393CD08DE208eF2b1BB86A
9464940,0xeea55ad3e99bf929d32a6f8f1e22fe0f0945ba724af9ccaead9b10661279d9f1,0x00e36307236118B7D5Ff9E1Fa3a2506Fd5257b8a,liquidate,REP,18,758630685005361520,66553658783,0x40335581dD8692B698762168908D4eA23b0b94f9
9469583,0xc91a72ad241d72535ea32e89df0f9fda66d9e83ea3502e0f609b853b3a8dfa1d,0x00e36307236118B7D5Ff9E1Fa3a2506Fd5257b8a,liquidate,REP,18,2239670741165522255,203222195042,0x5519b78B0f40d62a110c787317A9833f36D937d8
9494093,0xef247d54393cff066cdd5491a517d22bbf7df4c99efc9e14ad65692bce4c5dc6,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,REP,18,3299200000000000000,958187107,0x3596c017ad351628Cd31980837c0938ddBaD7E49
7838789,0x65b3a4ec8a6ee38d6acbf3e0576e7d8974b1c369187ce1e508b28334a254637e,0xeB97D37bb6Cd268dDB25e67CFBB9b3F7468db46c,liquidate,ETH,18,5000000000000000,7075691374,0x3A804a720a6c62B42867746AfEdE4B107EcAC072
7838802,0x48a2b885f913a10e74e7bc157d2a033f864b892345be780903663aaab9dee73c,0xeB97D37bb6Cd268dDB25e67CFBB9b3F7468db46c,liquidate,ETH,18,420000000000000000,594357611103,0x3A804a720a6c62B42867746AfEdE4B107EcAC072
7849445,0x90718d6f6353faa106ba6f183fb886502df2d8eb0b2bd8d3861b5271bfb2068e,0xeB97D37bb6Cd268dDB25e67CFBB9b3F7468db46c,liquidate,ETH,18,360000000000000000,517842048810,0x736e108BCDD0C48771878CAa148C1254689A941d
7964188,0x72ddeec466455458b8788656408cdbbd59ca86838c0e908f1cd5e3d6cc5ba546,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,3085000000000000000,4304101523570,0x6168bb05CCb4aaded0169602BBb6E3CAe12902c5
8000186,0x4d9f53725c5d7b04b1e36445e568c2340530d612377cac07bb4541110efcca70,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,1637600000000000000,2425111863531,0x6168bb05CCb4aaded0169602BBb6E3CAe12902c5
8000283,0x708d5c74e26f529f7f2e464204cc0e8ec5c494f2b401221d7d055daeb5e2a518,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,1000500000000000000,1485393007137,0xaf7F2ee8a6dDeB1e4B0FbDc8B0Ed294E0a8BF1eC
8002907,0x48379fd904bffe01d504b6884474624d287d7f21c11beab163250de112571205,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,liquidate,ETH,18,50000000000000000,75208697475,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8004951,0x228dab7d4a6d783c68aa1ccbdda570a85cc1ce453594a7bf069a33df263a2e6c,0x0006e4548AED4502ec8c844567840Ce6eF1013f5,liquidate,ETH,18,100000000000000000,157584379324,0x9f94c214BD9064AC698dbb85940C073D37619189
8004962,0x1f8057a4b68ed437589b4a3f0b1394fc8657222ef0126ece106d38aa71aa0e73,0x0006e4548AED4502ec8c844567840Ce6eF1013f5,liquidate,ETH,18,500000000000000000,787921560298,0xBF937Ab53c4A0c9BE6c7fC74C8538434aCaEaecf
8004962,0xb33204910cbbbc0d6131afa6980428027b66ba8fa937bb7ef556b64f21cba936,0x0006e4548AED4502ec8c844567840Ce6eF1013f5,liquidate,ETH,18,190000000000000000,299410192913,0x66C5c1Fe23b00ef47d1C8eEa2b3cCAf5Bc53c719
8004968,0x885c6d168304f3169e6c8471a6da8c156a425fafdebed771b3b03dca284a4971,0x0006e4548AED4502ec8c844567840Ce6eF1013f5,liquidate,ETH,18,120000000000000000,189101130498,0x84Ce53CE5074fA1183a92fFC692C93FfE2e24C7a
8004995,0xc8f29f68b7bc7ef4d100a732ea7401ea561cd7dd357ad22679f06e392f09d1ae,0x0006e4548AED4502ec8c844567840Ce6eF1013f5,liquidate,ETH,18,100000000000000000,157584110523,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8006219,0x1b395c2a1bb90e22209509379de57f589cd8bb5ef7d94ae08a0f3cc5772dbe3f,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,26850000,42,0x1E60aE150F10a3A1881D17a9F749595030897cE9
8006286,0x713096e2712e319b438c4788918099066ecab25db1188e618c3aa05c897ce4b6,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,13000000000000000,20539999349,0x1E60aE150F10a3A1881D17a9F749595030897cE9
8008408,0xb2b1574990e72ddefad08c966ba37625bcd8af6bcb76159a73e83ae36100f0c4,0x029D68ff4b05fC4102d8CaA77E28c585A32CDD16,liquidate,ETH,18,327000000000000000,535149185123,0x23395e68e4A65B5B9B33E3819F6a3058752A1a2E
8008412,0x057c636c0371b8d43df15bb096876e2377138f5e55e71ce2708a4a8faeeb6b4e,0x029D68ff4b05fC4102d8CaA77E28c585A32CDD16,liquidate,ETH,18,750000000000000000,1222141927842,0xCa9ba74eE20917211ef646AC51ACcc287F27538b
8008422,0x71ae4bb70aaca9ee57df71ece6f63f7e0ab1c2a4f877d8c30c4d2c9308ae0972,0x029D68ff4b05fC4102d8CaA77E28c585A32CDD16,liquidate,ETH,18,292000000000000000,475820383907,0x7219786a67C3ccaf08545d8Cc5634AF1eB869e5c
8014398,0x41a92e8a442da48378df58d5cf51fdc61bb32ab13621013dc057aa4885cfee4b,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,23646882523497098,37784653067,0x6D835Bb6bCcE3Bc2cccDc88fDf32eF73F88400B4
8014491,0xade25c370ac62423b074a79d7eb772cdab8182b757c8e1b6b47445ca5390fc2a,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,62522939019914452,99903174074,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8014573,0x2245118e73d529c0fc115f1b9824c73569b6e39e6cc76e583700e5ea7ec7b484,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,481526895082220500,769412082922,0x23395e68e4A65B5B9B33E3819F6a3058752A1a2E
8016216,0x52143e734696defc79f80a833d658331c2b8aaa47a5123f33b1dd33eff8620ec,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,2000000000000000,3258070276,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8016250,0xf27ccb84d34b25bcb57cacc558571a01497967ed93c12fc2c4382ebaaa1d6647,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,10000000000000000,16290328572,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8024960,0x89dd4a788425dcd727e164520f8ece2aae4a997d9562033040d052e197acae57,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,292786249953046995,1498907314247,0xe5c10B9988cE6f1E56cc3a142F2364edFa890Ce5
8030154,0xdd2ed65176154ea4f8adde09f777bd42bcff8c0ae561c7afb04a798ee0bae721,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,874000000000000000,4301441997368,0x6168bb05CCb4aaded0169602BBb6E3CAe12902c5
8031474,0x2d56ca2560013594f7e25fcf1c91c2df90ee3cd9b10c612355ec4233ed07b5ce,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,435069089451586530,744929779741,0x23395e68e4A65B5B9B33E3819F6a3058752A1a2E
8033672,0x6879a5f97060ad8be52fa940e5aad5f75eeacd48b3bd40d362fa9c62e2b7783a,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,700000000000000000,1246365231023,0x23395e68e4A65B5B9B33E3819F6a3058752A1a2E
8033675,0xc250f57b80b9b40bdd35f0e4a018b9eeaeffc7b4352a7eb134397b475b7fce57,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,750000000000000000,1335391128605,0x9885a84930E3C8c865A1D3dEBDC204F990BaB7C3
8033679,0x64bf2d2e7db2dd4edd9b3fddc1b3651083af595699a855d931fbd667743df917,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,500000000000000000,890260583205,0xaf7F2ee8a6dDeB1e4B0FbDc8B0Ed294E0a8BF1eC
8034444,0x8553baf2cba0a08a63397eb2b8668cfff1b87886111eb9809381ab1456427593,0x0006e4548AED4502ec8c844567840Ce6eF1013f5,liquidate,ETH,18,100000000000000000,178053359505,0x66C5c1Fe23b00ef47d1C8eEa2b3cCAf5Bc53c719
8034739,0x6aa636a7f964d53128e8aba5db71065361880081cd57e69b81b4a65028971208,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,26966515504871502,48982387892,0x16E648667b6BB4c7E572f5cF71874f7dD047Da8D
8034762,0x7f126f54fedd1e282ffdbe8eb6b3758bca9c50fda9efabb4d35fd704c38b599a,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,34780669362208161,63438834801,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8034789,0x14d0f71def5443f993a0a8d86e151b583725046e564fb40c8373adf2a4111b3f,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,286995741410712645,525936728184,0xBF937Ab53c4A0c9BE6c7fC74C8538434aCaEaecf
8034933,0xc8682d7850a209a9257594866f5b3573801f24b2c6e5ccfcab61e6edb190a53d,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,liquidate,ETH,18,2800000000000000,5078792345,0x067D4D88CBA911FfC0b186FDffDDF34Fa675655A
8035061,0xa62443ae1309f393c891dd483c46d775521040cce43ba42f66cb32791fea2d39,0x502CB8985B2C92a8d4bf309cDAa89DE9be442708,liquidate,ETH,18,1400000000000000,2539380841,0x067D4D88CBA911FfC0b186FDffDDF34Fa675655A
8036101,0xa07365bccd43b3b2cc47582d92250b6af3d32652db92e08b49b857b5c2d7518e,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,1650000000000000000,2797371514078,0x23395e68e4A65B5B9B33E3819F6a3058752A1a2E
8059959,0xf7a415b930505e3c8458cb4dc6a1b40beb752370884c8e5e080555b8e70b2ab9,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,404729682447304750,2156886089503,0xe5c10B9988cE6f1E56cc3a142F2364edFa890Ce5
8062931,0x34419951950adc32f7b7064ab5dfe482a01acf3eeb2d1808cec65c9ebb9f1644,0x4654F56a64301b9b582F843F97332D96Ead11FF8,liquidate,ETH,18,7720000000000000000,11810285936656,0x0249709880fc44b72f00AbbE7f6120c9A61badE7
8099236,0x7acc3f9c4cde10a0b462d5471ea0ccaafcb27cb645c6072e26cc255d074c2f83,0x57Ef012861c4937A76B5D6061bE800199A2b9100,liquidate,ETH,18,283800000000000000,1481525163987,0xe5c10B9988cE6f1E56cc3a142F2364edFa890Ce5
8111800,0x0cf14e0404ee61c63d37ffae3955a8e04a371955ab4b86a92f27a65f95fc4a95,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,191976042612651350,1023616672498,0xe5c10B9988cE6f1E56cc3a142F2364edFa890Ce5
8132040,0x4a046d1e720d7062f3dfc9c375d1ab486bbe3c2afa9b62bd4e0f2fac6bd86ec8,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,144030954043724820,203561844964,0x86B7008723AcC82651374Ba81B951B2a8413743F
8156933,0x9de1e252132deb3959584d007cbe476dd5b2658aebce6ab0c9d882c02cafcd33,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,ETH,18,44837985332169920,53850200433,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8169039,0x64f1a413685831d1be7b37884a7ab267cadd554a003fbb9d7bf603e71f995370,0x1CD2EB4e9B2efaF76fC6637b5d3ce3498D5C5000,liquidate,ETH,18,75000000000000000000,82616880524625,0x000000Aaee6A496aaf7b7452518781786313400f
8175305,0x6530152a6eb5b858c8aaf0791322c5844e4da48f3858aa8a29fe28141274c23c,0x794ad3aF58B56522b80Aa7E9BC04F042C55D5B2F,liquidate,ETH,18,200000000000000000,226420175749,0x6e197190de43166839665157274Ee695456259f7
8175494,0x34f4f308812496ab8f93df0f5999c7dcbdb7d42833a6bb357cdff854f5be0a76,0x794ad3aF58B56522b80Aa7E9BC04F042C55D5B2F,liquidate,ETH,18,427200000000000000,492350135147,0x6e197190de43166839665157274Ee695456259f7
8177673,0x5aaf1cc3395941291eb7cbf7d2e0e9d8cc1bb04521593668b8e4940e8319612e,0xE1aa177276a304510B5168395dfADE2DE2E91479,liquidate,ETH,18,22400000000000000,26086961151,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8208479,0x42108bf9dea65a05798906f5edee63ba3a8a25b0363dd27afd97d90a2cd7fa26,0x1CD2EB4e9B2efaF76fC6637b5d3ce3498D5C5000,liquidate,ETH,18,30000000000000000000,33584211727620,0x000000Aaee6A496aaf7b7452518781786313400f
8209791,0x90834f3769d3af812b9a01f3056534432f872d71c3d024f99d0001f2a0dc7325,0xBf83e6E40162c655f2DED3431B7B31307275Ac95,liquidate,ETH,18,4004958000000000,4478209710,0x6275515E9Cf53d2c16A417Eb321bF34aD83E7212
8287554,0x43254bf4c190555eec6ed010bc9ba2b10f2272bb5482dea8fa66ad0d3c31b2bc,0xBf83e6E40162c655f2DED3431B7B31307275Ac95,liquidate,ETH,18,190000000000000000,220653930219,0x426ebBB08ae13E7956B3dCf18e2cdFe8dB38518A
8288064,0x9bf99e3726fb9300c1e85988bb3f0edf3f4042c491b2f4348cd472a2c80af250,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,ETH,18,7100000000000000,8262522695,0x62C6370DF450a1711755B8A3B77d70eC0De5c5c5
8288104,0x1826a50f65dcbf91e1d3a659811bd16d45208a28b8a564f8fc708e9c88e3b498,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,ETH,18,100100000000000000,116669124719,0x426ebBB08ae13E7956B3dCf18e2cdFe8dB38518A
8288121,0xeede67b2031c1d8c8fc966e96af6e94f8e16a83803d17b964d67fde5b1ccd324,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,ETH,18,5000000000000000,5946011780,0xe99f8b84c5B7dF01A9f33C1bb0A857aab20f61EA
8290619,0x22c2f9299ea729a25ead026c1f52c1ef1818a01f46be6ae6e1767727c3ec2de1,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,ETH,18,15900000000000000,19155052177,0xA230a1c91C640dA7A947C23a889a3bD68A171915
8303708,0x7672d687cd1bee10de5bfb6e03fb1bbf680d6f66da5d1c386185c9bf3fa9331a,0xB69988A98A4F21c31a1cC42741305e454B062208,liquidate,ETH,18,1168376338,1352,0x8EB00380cADD63A895E388C7814e7aBD2974ee22
8303949,0x50db605e6aedbeef71e5fdb76a97964fd576882d55c0247161a821129d94923c,0xB69988A98A4F21c31a1cC42741305e454B062208,liquidate,ETH,18,49829506142,58394,0xAC3Cd223a4d862270373613bEDC940F083618C37
8304312,0x9defab09e022534dc1840ec44a57f5514c2769a084829d151df2f089732d41c2,0xBc624225Fbd8c27509fBA9497341566aDE14F773,liquidate,ETH,18,100019727083890,115524978,0x95B7E87dcDC6C2412D8B49DCBA980ae545DeA8d1
8304325,0x575eb9313432db1df3fed63b7690fb296cb925c42d40bb50195f693792201704,0xBc624225Fbd8c27509fBA9497341566aDE14F773,liquidate,ETH,18,77033280126,88975,0x49EcB8CA5cca9a65c8450201935c609F62490303
8306586,0x5bb93ef3e612efed8815ed7f7004ad8e8fabe9eca569324d5ee23a8c6fd7f78e,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,ETH,18,404900000000000000,464882039506,0x39DAb51B477cDAdEe45191abf283EC8b3e4108A3
8313223,0x4d465463190dcb582b04f47f04e50574049f9b98bd789c56b7f4d6a48ad302af,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,ETH,18,1000000000000000000,1122675680402,0x39DAb51B477cDAdEe45191abf283EC8b3e4108A3
